"wc","winner","shortlist","peer_dev_lda","peer_dev_jacc","ks_goog","contest"
24,0,0,39.10791,0.99866205,0.94926,"Contest_4"
110,0,0,NA,0.992737,0.1699779,"Contest_4"
41,0,0,NA,0.99808866,0.40906301,"Contest_4"
69,0,0,2.357543,0.99560398,0.28013229,"Contest_4"
58,0,0,5.7527122,0.99541283,0.15178645,"Contest_4"
275,0,0,3.7838864,0.98490059,0.28233474,"Contest_4"
184,0,0,9.1916504,0.99292815,0.27373224,"Contest_4"
130,0,0,3.0086865,0.99063456,0.14753053,"Contest_4"
120,0,0,17.884308,0.99197251,0.21278252,"Contest_4"
113,0,0,2.6766877,0.992737,0.27887741,"Contest_4"
120,0,0,3.8688676,0.9921636,0.17073232,"Contest_4"
146,0,0,3.6955311,0.98929662,0.13054308,"Contest_4"
605,0,0,3.8167882,0.96941894,0.060598794,"Contest_4"
117,0,0,8.1387157,0.99311924,0.12495181,"Contest_4"
88,0,0,17.614134,0.99579513,0.12282663,"Contest_4"
115,0,0,2.2969849,0.99254584,0.14170378,"Contest_4"
93,0,0,NA,0.99503058,0.12778184,"Contest_4"
62,0,0,16.719833,0.99655962,0.24793351,"Contest_4"
300,0,0,4.0547333,0.98241591,0.15448211,"Contest_4"
176,0,0,6.9257708,0.99006116,0.073599614,"Contest_4"
114,0,0,NA,0.99445719,0.45597529,"Contest_4"
45,0,0,2.9491444,0.99617738,0.25892189,"Contest_4"
61,0,0,16.851158,0.99560398,0.13396564,"Contest_4"
35,0,0,NA,0.99770641,0.37996948,"Contest_4"
56,0,0,4.2968206,0.99464834,0.19302218,"Contest_4"
178,0,0,3.0151768,0.98948777,0.22089753,"Contest_4"
42,0,0,16.501102,0.99732417,0.37255272,"Contest_4"
24,0,0,7.8102074,0.99789757,0.74518508,"Contest_4"
89,0,0,4.329802,0.99292815,0.31606102,"Contest_4"
119,0,0,4.1660972,0.99388379,0.26582995,"Contest_4"
31,0,0,40.371674,0.99732417,0.30777752,"Contest_4"
130,0,0,6.912744,0.99139911,0.072103463,"Contest_4"
428,0,1,5.3995581,0.9774465,0.032707237,"Contest_4"
100,0,0,6.8627872,0.99369264,0.11196833,"Contest_4"
106,0,0,2.6750863,0.99235475,0.26479447,"Contest_4"
369,0,0,6.966588,0.97801989,0.081491053,"Contest_4"
127,0,1,4.2689962,0.992737,0.084406048,"Contest_4"
144,0,0,5.8662291,0.98929662,0.18950309,"Contest_4"
11,0,0,3.9833298,0.99923545,0.50110823,"Contest_4"
69,0,0,5.7309785,0.99598622,0.16106804,"Contest_4"
200,0,0,3.4265854,0.98700303,0.081688061,"Contest_4"
50,0,0,8.9911985,0.99655962,0.26015848,"Contest_4"
162,0,0,17.168856,0.99025232,0.22716734,"Contest_4"
120,0,0,17.084358,0.99426603,0.25461772,"Contest_4"
70,0,0,2.979943,0.99483943,0.24775492,"Contest_4"
140,0,0,4.3510766,0.99178135,0.22710207,"Contest_4"
105,0,1,5.5577536,0.99331039,0.1375445,"Contest_4"
141,0,0,4.3580117,0.99178135,0.24218868,"Contest_4"
56,0,0,4.2805276,0.99636853,0.59241176,"Contest_4"
202,0,1,6.0604973,0.98853213,0.21314427,"Contest_4"
631,0,0,1.9613873,0.96330273,0.22601125,"Contest_4"
53,0,1,4.6915941,0.99445719,0.25458792,"Contest_4"
122,0,0,6.8861923,0.99311924,0.43709099,"Contest_4"
115,0,0,9.1680784,0.992737,0.14583439,"Contest_4"
128,0,0,17.130079,0.99063456,0.10669612,"Contest_4"
21,0,0,4.0052943,0.99847096,0.47996947,"Contest_4"
81,0,0,2.9799552,0.99388379,0.28359377,"Contest_4"
133,0,0,8.2105656,0.99331039,0.32388207,"Contest_4"
97,0,0,5.8281965,0.99522173,0.41098821,"Contest_4"
39,0,0,16.129116,0.99732417,0.26568377,"Contest_4"
108,0,0,2.6660116,0.99426603,0.287312,"Contest_4"
72,0,0,5.8101463,0.99426603,0.20597757,"Contest_4"
70,0,0,6.8222141,0.99464834,0.12170941,"Contest_4"
162,0,0,4.1292672,0.98681194,0.21703717,"Contest_4"
104,0,0,9.1748066,0.99254584,0.17979024,"Contest_4"
164,0,0,4.358777,0.99006116,0.06896916,"Contest_4"
209,0,0,NA,0.98948777,0.078677312,"Contest_4"
35,0,0,17.133368,0.99789757,0.48093984,"Contest_4"
239,0,0,2.3074427,0.98642969,0.19203992,"Contest_4"
227,0,0,3.4316647,0.98662078,0.26257363,"Contest_4"
83,0,0,4.3196626,0.99503058,0.27096549,"Contest_4"
163,0,1,4.3587713,0.99235475,0.23760755,"Contest_4"
77,0,0,5.7846684,0.99522173,0.20773159,"Contest_4"
62,0,0,41.494999,0.99503058,0.47570279,"Contest_4"
81,0,0,7.677525,0.99464834,0.2815935,"Contest_4"
328,0,1,2.7032971,0.98146027,0.15340672,"Contest_4"
215,0,0,1.8589177,0.98795873,0.07516019,"Contest_4"
137,0,0,1.9193927,0.99311924,0.11184922,"Contest_4"
173,0,0,8.2502842,0.99025232,0.37740487,"Contest_4"
115,0,0,2.6893365,0.99311924,0.27824739,"Contest_4"
92,0,0,6.865829,0.99311924,0.18978475,"Contest_4"
47,3,1,4.2449894,0.99675077,0.32121217,"Contest_4"
52,0,0,2.6425726,0.99598622,0.45411223,"Contest_4"
58,0,0,4.296824,0.99522173,0.36002174,"Contest_4"
71,0,0,6.856174,0.99388379,0.24243771,"Contest_4"
19,0,0,8.6749687,0.99808866,0.31330281,"Contest_4"
111,0,0,4.3490405,0.99350154,0.41133675,"Contest_4"
71,0,0,16.596119,0.99522173,0.3839817,"Contest_4"
96,0,0,5.7967863,0.99503058,0.30980578,"Contest_4"
59,0,0,17.718193,0.99503058,0.29627293,"Contest_4"
198,1,1,4.374413,0.98757643,0.11290143,"Contest_4"
43,0,0,16.179575,0.99770641,0.19897498,"Contest_4"
233,0,0,3.2012749,0.9831804,0.10014169,"Contest_4"
131,0,0,2.8299913,0.99063456,0.30741784,"Contest_4"
86,0,0,10.719937,0.99311924,0.23779953,"Contest_4"
65,0,0,2.9699154,0.99541283,0.18559399,"Contest_4"
69,0,0,16.5392,0.99560398,0.13081537,"Contest_4"
240,0,0,2.0976083,0.98260701,0.12189168,"Contest_4"
71,0,0,17.718157,0.99483943,0.32417253,"Contest_4"
75,0,0,1.1491368,0.99464834,0.24032292,"Contest_4"
82,0,0,4.1019487,0.99560398,0.32038736,"Contest_4"
23,0,0,NA,0.99770641,0.70141149,"Contest_4"
78,0,0,5.7846746,0.99598622,0.21377043,"Contest_4"
107,0,0,8.1944971,0.9921636,0.12959467,"Contest_4"
226,0,0,3.5231266,0.9843272,0.089569665,"Contest_4"
140,0,1,3.0120449,0.98929662,0.12925488,"Contest_4"
87,0,0,9.0966253,0.99483943,0.29281303,"Contest_4"
151,0,1,2.5147324,0.99178135,0.26778007,"Contest_4"
104,0,0,16.992012,0.99445719,0.15139805,"Contest_4"
45,0,0,8.0145607,0.99636853,0.39241031,"Contest_4"
16,0,0,15.944014,0.99847096,0.31330281,"Contest_4"
11,0,0,5.2997546,0.99904436,0.64663613,"Contest_4"
15,0,0,15.107736,0.99866205,0.85028082,"Contest_4"
12,0,0,37.765938,0.99885321,0.55361569,"Contest_4"
33,0,0,2.5785201,0.99789757,0.34343439,"Contest_4"
168,0,0,4.354764,0.99254584,0.21358556,"Contest_4"
91,0,0,5.0490551,0.99235475,0.31226683,"Contest_4"
137,0,0,4.4102778,0.98719418,0.080661573,"Contest_4"
66,0,0,3.2795482,0.99407494,0.28839669,"Contest_4"
194,0,0,17.208637,0.98700303,0.1250063,"Contest_4"
110,0,0,8.1944971,0.99331039,0.27317113,"Contest_4"
141,0,0,3.720953,0.98738533,0.16538855,"Contest_4"
67,0,0,4.296844,0.99560398,0.21806473,"Contest_4"
81,0,0,16.961674,0.99407494,0.31865233,"Contest_4"
127,0,0,17.928226,0.99197251,0.19641992,"Contest_4"
156,0,0,10.835902,0.98834097,0.15368454,"Contest_4"
29,0,0,16.789843,0.99808866,0.63599515,"Contest_4"
64,0,0,4.2892475,0.99579513,0.21618275,"Contest_4"
64,0,0,17.5042,0.99675077,0.5649392,"Contest_4"
46,0,0,6.7368584,0.99655962,0.41835088,"Contest_4"
93,0,0,3.3809977,0.99369264,0.20216417,"Contest_4"
115,0,0,1.074868,0.99235475,0.2002456,"Contest_4"
229,0,0,3.0245099,0.98585629,0.07160566,"Contest_4"
48,0,0,2.9593177,0.99617738,0.3288534,"Contest_4"
46,0,0,2.630265,0.99694192,0.30482629,"Contest_4"
55,0,0,NA,0.99541283,0.13981359,"Contest_4"
36,0,0,16.302059,0.99713302,0.31152606,"Contest_4"
55,0,0,NA,0.99636853,0.31253269,"Contest_4"
56,0,0,17.574888,0.99636853,0.64016908,"Contest_4"
178,0,0,3.3482568,0.98681194,0.10436969,"Contest_4"
73,0,0,16.660658,0.99407494,0.16929102,"Contest_4"
369,0,0,1.741971,0.98031348,0.16648249,"Contest_4"
90,0,0,4.3298039,0.99483943,0.30852333,"Contest_4"
165,0,0,5.8634248,0.99139911,0.16914131,"Contest_4"
241,0,0,2.8877501,0.98872322,0.18857953,"Contest_4"
105,0,0,17.864008,0.99197251,0.17000392,"Contest_4"
168,0,0,8.2024946,0.98967892,0.11165006,"Contest_4"
218,0,0,3.6825919,0.98853213,0.21482778,"Contest_4"
83,0,0,NA,0.99503058,0.21190867,"Contest_4"
162,0,0,13.056999,0.99254584,0.31223616,"Contest_4"
146,0,0,5.8507104,0.99139911,0.18468632,"Contest_4"
196,0,0,4.3783355,0.98681194,0.10468762,"Contest_4"
55,0,0,3.4491382,0.99541283,0.23760755,"Contest_4"
71,0,0,16.52257,0.99560398,0.29846182,"Contest_4"
397,0,0,4.389698,0.98337156,0.18301716,"Contest_4"
117,0,0,17.879505,0.99331039,0.22004287,"Contest_4"
66,0,0,9.0422354,0.99522173,0.12792502,"Contest_4"
168,0,1,17.957701,0.99025232,0.08919207,"Contest_4"
178,0,0,2.959161,0.98929662,0.12561263,"Contest_4"
119,0,0,3.0009537,0.99120796,0.30355367,"Contest_4"
184,0,0,6.9301367,0.99025232,0.19023877,"Contest_4"
85,0,1,41.750568,0.99407494,0.34157303,"Contest_4"
251,0,0,3.345289,0.99006116,0.27948922,"Contest_4"
37,0,0,5.7032323,0.99617738,0.32840931,"Contest_4"
29,0,0,2.6130211,0.99675077,0.24301979,"Contest_4"
62,0,0,16.443399,0.99694192,0.35563967,"Contest_4"
98,0,0,3.2053542,0.99369264,0.3109709,"Contest_4"
161,0,0,NA,0.9921636,0.28268516,"Contest_4"
377,0,0,3.0297735,0.97916669,0.085677847,"Contest_4"
109,0,0,3.2490468,0.99311924,0.10941676,"Contest_4"
31,0,0,2.5686848,0.99770641,0.34788972,"Contest_4"
204,0,0,10.846165,0.98757643,0.12357598,"Contest_4"
223,0,0,16.89147,0.98662078,0.13677169,"Contest_4"
124,0,0,41.98513,0.99369264,0.40853411,"Contest_4"
78,0,0,4.3122516,0.99464834,0.16893083,"Contest_4"
536,0,0,3.0365925,0.9696101,0.17325613,"Contest_4"
49,0,0,4.2370677,0.99655962,0.46636704,"Contest_4"
196,0,0,NA,0.99006116,0.27593648,"Contest_4"
53,0,0,8.9786053,0.99675077,0.63962716,"Contest_4"
128,0,0,2.6750982,0.99235475,0.095340073,"Contest_4"
206,0,0,3.0221481,0.98604739,0.12125125,"Contest_4"
282,0,0,3.7036107,0.98222476,0.19158171,"Contest_4"
134,0,0,6.9012022,0.9921636,0.30551273,"Contest_4"
238,0,0,19.262547,0.98681194,0.23504345,"Contest_4"
157,0,0,3.1733346,0.99025232,0.11303126,"Contest_4"
147,0,0,1.6269212,0.99311924,0.18404478,"Contest_4"
170,0,1,8.2322731,0.99197251,0.095363334,"Contest_4"
180,0,0,2.6944668,0.98776758,0.23500094,"Contest_4"
122,0,0,17.094942,0.99311924,0.19072184,"Contest_4"
172,0,0,17.190916,0.99044341,0.099584118,"Contest_4"
70,0,0,16.554655,0.99522173,0.10705127,"Contest_4"
23,0,0,6.3938513,0.99885321,0.47996947,"Contest_4"
121,0,0,2.9946597,0.992737,0.2461458,"Contest_4"
243,0,0,2.4080784,0.98604739,0.05687087,"Contest_4"
291,0,0,6.9582582,0.98451835,0.16665107,"Contest_4"
71,0,1,NA,0.99541283,0.21903035,"Contest_4"
18,0,0,15.633734,0.99866205,0.64663613,"Contest_4"
247,0,0,1.2655882,0.98700303,0.17574857,"Contest_4"
233,0,0,3.0252771,0.9843272,0.14655064,"Contest_4"
182,0,0,2.6921351,0.98967892,0.14287138,"Contest_4"
283,0,0,9.2243881,0.98948777,0.24926437,"Contest_4"
96,0,0,4.1622643,0.99388379,0.18598181,"Contest_4"
332,0,0,2.0796175,0.98012233,0.095787555,"Contest_4"
49,0,0,2.9675117,0.99598622,0.24452135,"Contest_4"
242,0,0,8.7111731,0.98642969,0.065212451,"Contest_4"
192,0,0,2.6963818,0.98757643,0.29483047,"Contest_4"
88,0,0,5.8158927,0.99350154,0.24722044,"Contest_4"
176,0,0,16.819685,0.98967892,0.2165937,"Contest_4"
286,0,0,6.1959896,0.98490059,0.14154765,"Contest_4"
54,0,0,4.3002768,0.99522173,0.17904066,"Contest_4"
24,0,0,7.8450227,0.99751526,0.39086354,"Contest_4"
41,0,0,NA,0.99655962,0.42208201,"Contest_4"
93,0,0,NA,0.99292815,0.11501764,"Contest_4"
39,0,0,2.9191394,0.99655962,0.19197561,"Contest_4"
46,0,0,17.33934,0.99694192,0.20038736,"Contest_4"
32,0,0,6.6437235,0.99751526,0.31330281,"Contest_4"
55,0,0,16.393942,0.99579513,0.21848531,"Contest_4"
65,0,0,2.9310286,0.99732417,0.30988511,"Contest_4"
57,0,0,9.0422201,0.99522173,0.12282663,"Contest_4"
53,0,0,2.6337099,0.99617738,0.17592521,"Contest_4"
53,0,0,NA,0.99675077,0.49316311,"Contest_4"
68,0,0,2.6605561,0.99407494,0.33204737,"Contest_4"
44,0,0,NA,0.99732417,0.31330281,"Contest_4"
40,0,0,17.247734,0.99732417,0.3384642,"Contest_4"
198,0,0,4.7174277,0.98662078,0.27304694,"Contest_4"
63,0,0,9.0966206,0.99541283,0.34258702,"Contest_4"
41,0,0,39.40654,0.99789757,0.26568377,"Contest_4"
129,0,0,6.9027953,0.99331039,0.1546997,"Contest_4"
57,0,0,6.7914381,0.99541283,0.11330281,"Contest_4"
38,0,0,10.33722,0.99827981,0.50110823,"Contest_4"
57,0,0,2.9561746,0.99579513,0.48289359,"Contest_4"
30,0,0,2.885792,0.99789757,0.33190435,"Contest_4"
69,0,0,41.678177,0.99579513,0.33467007,"Contest_4"
71,0,0,8.0966043,0.99560398,0.27990019,"Contest_4"
139,0,0,8.1970186,0.99292815,0.24817885,"Contest_4"
89,0,0,16.982397,0.99388379,0.14558317,"Contest_4"
129,0,0,8.2105541,0.99025232,0.1811973,"Contest_4"
97,0,0,2.9984603,0.99254584,0.10546898,"Contest_4"
147,0,0,8.3151541,0.98967892,0.18353753,"Contest_4"
161,0,0,2.6087232,0.9915902,0.11986941,"Contest_4"
51,0,0,4.2284007,0.99713302,0.28397015,"Contest_4"
204,0,0,8.2554684,0.99025232,0.2745997,"Contest_4"
199,0,0,5.1616354,0.98795873,0.13836747,"Contest_4"
64,0,1,8.1108599,0.99522173,0.16666363,"Contest_4"
94,0,0,10.714556,0.99541283,0.16327432,"Contest_4"
150,0,0,10.805384,0.99063456,0.11929125,"Contest_4"
123,0,0,3.0001578,0.99178135,0.22342609,"Contest_4"
116,0,0,3.0052068,0.99254584,0.16181935,"Contest_4"
397,0,0,8.2918177,0.97840214,0.10762408,"Contest_4"
78,0,0,2.6425889,0.99694192,0.38554698,"Contest_4"
91,0,0,2.4649007,0.99445719,0.36427423,"Contest_4"
37,0,0,16.391668,0.99732417,0.31524977,"Contest_4"
235,0,0,1.1124043,0.99044341,0.068083696,"Contest_4"
215,0,0,NA,0.98566514,0.14882684,"Contest_4"
336,0,0,3.0288031,0.98107797,0.19646172,"Contest_4"
531,0,0,8.3052483,0.97305048,0.14390136,"Contest_4"
179,0,0,8.2474289,0.98948777,0.11585183,"Contest_4"
210,0,1,1.9779437,0.98757643,0.051924944,"Contest_4"
156,0,0,2.9318142,0.99082571,0.24249025,"Contest_4"
94,0,0,NA,0.99388379,0.26150838,"Contest_4"
519,0,0,1.6636757,0.97496176,0.20841548,"Contest_4"
146,0,0,6.919775,0.98948777,0.070915617,"Contest_4"
180,0,0,5.6658525,0.98662078,0.099206798,"Contest_4"
283,0,0,4.3848476,0.98394495,0.055944681,"Contest_4"
238,0,0,1.6164695,0.98623854,0.072796404,"Contest_4"
154,0,0,2.6873329,0.99063456,0.23709565,"Contest_4"
85,0,0,2.6672177,0.99388379,0.30434185,"Contest_4"
244,0,1,3.0271745,0.98509175,0.22682686,"Contest_4"
75,0,0,6.8526735,0.99426603,0.3659963,"Contest_4"
228,0,0,2.3529963,0.98662078,0.059343636,"Contest_4"
67,0,0,16.608358,0.99483943,0.28466541,"Contest_4"
128,0,0,NA,0.99235475,0.14261119,"Contest_4"
37,0,0,16.129147,0.99789757,0.65222621,"Contest_4"
81,0,0,1.9526377,0.99560398,0.26693419,"Contest_4"
106,0,0,17.78904,0.99369264,0.124165,"Contest_4"
217,0,0,2.3997474,0.98604739,0.070253417,"Contest_4"
74,0,0,16.44343,0.99541283,0.30299592,"Contest_4"
133,0,0,17.852661,0.99311924,0.2481416,"Contest_4"
60,0,0,4.2587829,0.99655962,0.24891064,"Contest_4"
172,0,0,2.6918414,0.98814982,0.12538366,"Contest_4"
87,0,0,4.3379073,0.99178135,0.074432358,"Contest_4"
167,2,1,18.032228,0.98853213,0.15443233,"Contest_4"
22,0,0,2.9290333,0.99866205,0.51176089,"Contest_4"
95,0,0,2.6634269,0.99426603,0.21495606,"Contest_4"
152,0,0,1.8124059,0.99178135,0.099167071,"Contest_4"
235,0,0,8.2725115,0.98490059,0.070319243,"Contest_4"
296,0,0,3.4105101,0.98547399,0.19251147,"Contest_4"
39,0,0,2.8957219,0.99732417,0.70571268,"Contest_4"
294,0,0,4.1690254,0.98509175,0.19141831,"Contest_4"
39,0,0,NA,0.99694192,0.34250459,"Contest_4"
246,0,0,42.348846,0.98700303,0.23418276,"Contest_4"
91,0,0,2.179955,0.99522173,0.40314198,"Contest_4"
247,0,0,5.2939367,0.98872322,0.33883843,"Contest_4"
24,0,0,16.500973,0.99866205,0.85972768,"Contest_4"
60,0,0,10.556648,0.99617738,0.41713557,"Contest_4"
105,0,0,6.8883071,0.9915902,0.10991833,"Contest_4"
121,0,1,16.728418,0.99292815,0.15441035,"Contest_4"
120,0,0,3.0031922,0.9921636,0.27388543,"Contest_4"
522,0,0,17.309732,0.97152138,0.15082802,"Contest_4"
91,0,0,1.7718165,0.99388379,0.14364171,"Contest_4"
25,0,0,NA,0.99675077,0.38602689,"Contest_4"
293,0,0,6.9382396,0.98623854,0.092389911,"Contest_4"
178,0,0,2.6929653,0.99063456,0.27481133,"Contest_4"
69,0,0,5.7967463,0.99560398,0.3619141,"Contest_4"
170,0,0,4.3634772,0.98910552,0.25708267,"Contest_4"
69,0,0,10.689979,0.99541283,0.20021422,"Contest_4"
146,0,0,9.1828413,0.99082571,0.15388952,"Contest_4"
90,0,0,4.3173118,0.99426603,0.16759636,"Contest_4"
111,0,0,9.1579494,0.99311924,0.16583729,"Contest_4"
134,0,0,17.893482,0.99235475,0.31852099,"Contest_4"
116,0,0,2.1897488,0.99426603,0.14659926,"Contest_4"
252,0,0,NA,0.9852829,0.19987732,"Contest_4"
49,0,0,2.6179459,0.99694192,0.27739477,"Contest_4"
31,0,0,7.9023304,0.99751526,0.4193078,"Contest_4"
127,0,0,5.6162972,0.9900592,0.22321904,"Contest_5"
147,0,0,4.3174615,0.99090523,0.100091,"Contest_5"
119,0,0,7.4618435,0.99323183,0.23083158,"Contest_5"
80,0,0,2.9632096,0.99450088,0.13268939,"Contest_5"
83,0,0,2.9647884,0.99365485,0.22738825,"Contest_5"
182,0,0,3.0295689,0.98921317,0.062564433,"Contest_5"
106,0,0,11.391358,0.99132824,0.071511239,"Contest_5"
16,0,0,8.6621504,0.99830794,0.39162764,"Contest_5"
135,0,0,8.1107378,0.99217427,0.090478204,"Contest_5"
55,0,0,NA,0.99640441,0.17680138,"Contest_5"
107,0,0,3.3598084,0.99175125,0.2224545,"Contest_5"
140,0,0,8.1366844,0.99090523,0.11197559,"Contest_5"
114,0,1,9.334444,0.99217427,0.39637822,"Contest_5"
130,0,0,4.1884775,0.98942471,0.14501365,"Contest_5"
109,0,0,20.591908,0.99344331,0.082648195,"Contest_5"
71,0,0,20.28083,0.99534684,0.27802259,"Contest_5"
117,0,0,1.1284722,0.99175125,0.083677419,"Contest_5"
87,0,0,9.2924681,0.99450088,0.37055025,"Contest_5"
66,0,0,5.5426674,0.99513537,0.11504455,"Contest_5"
90,0,0,5.594214,0.9930203,0.11591755,"Contest_5"
70,0,0,9.3115396,0.99280882,0.21449977,"Contest_5"
143,0,0,NA,0.98730963,0.15924126,"Contest_5"
86,0,0,5.438374,0.99513537,0.32965508,"Contest_5"
112,0,0,4.2310882,0.99555838,0.38150591,"Contest_5"
163,0,0,6.8815036,0.99069375,0.098834902,"Contest_5"
147,0,0,11.425905,0.99259728,0.085298121,"Contest_5"
34,0,0,7.1835189,0.99746192,0.45457917,"Contest_5"
135,0,0,8.1367235,0.99111676,0.12239496,"Contest_5"
326,0,0,8.9221745,0.9784264,0.028976819,"Contest_5"
38,0,0,9.0823498,0.99619287,0.36889964,"Contest_5"
138,0,0,1.5201786,0.98963618,0.074807882,"Contest_5"
134,0,0,5.6362138,0.98963618,0.11790757,"Contest_5"
270,0,0,3.8430562,0.98223352,0.12461061,"Contest_5"
176,0,0,2.3514881,0.98773265,0.048322044,"Contest_5"
293,0,0,3.0076413,0.98159897,0.060907476,"Contest_5"
171,0,0,5.6380811,0.98879021,0.15180026,"Contest_5"
128,0,0,2.9823601,0.9923858,0.21002123,"Contest_5"
91,0,0,14.740661,0.99323183,0.10632912,"Contest_5"
110,0,0,1.9982188,0.99323183,0.13737755,"Contest_5"
195,0,0,NA,0.9883672,0.090824321,"Contest_5"
158,3,1,6.1333909,0.98963618,0.11407932,"Contest_5"
182,0,1,5.6494288,0.98857868,0.16184367,"Contest_5"
138,0,0,2.6776013,0.99132824,0.14458567,"Contest_5"
222,0,0,3.0161953,0.98477155,0.08204753,"Contest_5"
253,0,0,5.1548905,0.98371404,0.23275009,"Contest_5"
57,0,0,NA,0.99661589,0.28791249,"Contest_5"
391,0,1,2.6984429,0.97483081,0.14425099,"Contest_5"
124,0,0,7.9576659,0.99048221,0.18792295,"Contest_5"
368,0,0,3.0125558,0.97821492,0.18327083,"Contest_5"
194,0,0,2.7160182,0.98604059,0.17663322,"Contest_5"
379,0,0,1.4012079,0.97736889,0.088137954,"Contest_5"
66,0,0,9.2127733,0.99492383,0.17276099,"Contest_5"
292,0,0,2.692925,0.9854061,0.059805363,"Contest_5"
21,0,0,2.8439164,0.99767345,0.41855049,"Contest_5"
44,0,0,20.184525,0.9970389,0.45457917,"Contest_5"
199,0,0,7.8128724,0.98815566,0.22649352,"Contest_5"
297,0,1,3.9453781,0.9794839,0.06056121,"Contest_5"
140,0,0,7.7326617,0.9900592,0.18583342,"Contest_5"
95,0,0,NA,0.99175125,0.13696449,"Contest_5"
65,0,0,NA,0.99576986,0.11897096,"Contest_5"
96,0,0,4.2486529,0.98963618,0.16335973,"Contest_5"
193,0,0,7.9674573,0.98942471,0.13247794,"Contest_5"
65,0,0,NA,0.99576986,0.45113879,"Contest_5"
48,0,0,7.9003096,0.99640441,0.18112983,"Contest_5"
104,0,0,5.5916543,0.99344331,0.27843502,"Contest_5"
47,0,0,5.4617424,0.99682742,0.20375043,"Contest_5"
128,0,0,3.3509746,0.99090523,0.068054318,"Contest_5"
182,0,0,7.4882975,0.98773265,0.090709507,"Contest_5"
172,1,1,4.2645073,0.98815566,0.079577975,"Contest_5"
221,0,0,8.801527,0.98646361,0.14258873,"Contest_5"
47,0,0,4.6805506,0.99661589,0.35457918,"Contest_5"
190,0,0,20.804615,0.98815566,0.11222048,"Contest_5"
149,0,0,7.4849901,0.98921317,0.14844504,"Contest_5"
250,0,0,6.1314483,0.98667514,0.10773679,"Contest_5"
48,0,0,NA,0.99640441,0.26282528,"Contest_5"
57,0,0,2.6238773,0.9959814,0.28448501,"Contest_5"
241,0,1,2.0253754,0.98815566,0.13989894,"Contest_5"
155,0,0,8.1398067,0.99365485,0.1270767,"Contest_5"
82,0,0,20.591833,0.9930203,0.12111366,"Contest_5"
94,0,0,9.3024321,0.99280882,0.12234136,"Contest_5"
159,0,0,9.3824959,0.99196279,0.19543782,"Contest_5"
45,0,0,2.9345665,0.99555838,0.37217769,"Contest_5"
175,0,0,2.9942172,0.98900169,0.25987849,"Contest_5"
290,0,0,2.2242119,0.982445,0.075092189,"Contest_5"
50,0,0,1.0599576,0.99576986,0.13784207,"Contest_5"
157,0,1,7.4893403,0.99090523,0.25481841,"Contest_5"
218,0,0,2.5574119,0.98815566,0.045914557,"Contest_5"
82,0,0,2.15892,0.9930203,0.13642019,"Contest_5"
97,0,0,8.0839329,0.99534684,0.23079291,"Contest_5"
100,0,0,9.3409348,0.99153978,0.14338104,"Contest_5"
339,0,0,11.531296,0.97906089,0.13490032,"Contest_5"
110,0,0,5.6298947,0.99196279,0.24628797,"Contest_5"
109,0,0,2.6659522,0.99323183,0.15162756,"Contest_5"
163,0,0,4.2585764,0.98984772,0.064119704,"Contest_5"
187,0,0,NA,0.98752117,0.05455792,"Contest_5"
145,0,0,8.1482229,0.98879021,0.062218625,"Contest_5"
116,0,0,20.669233,0.99323183,0.10424558,"Contest_5"
76,0,0,8.283926,0.99407786,0.19375551,"Contest_5"
25,0,0,7.7282448,0.99725044,0.25778854,"Contest_5"
160,0,0,3.4636934,0.9883672,0.12198966,"Contest_5"
101,0,0,2.6685822,0.99090523,0.15232909,"Contest_5"
178,0,0,2.4728341,0.98857868,0.12570225,"Contest_5"
55,0,0,13.176665,0.99640441,0.31319928,"Contest_5"
249,0,0,1.8995254,0.98625213,0.16200912,"Contest_5"
43,0,0,NA,0.99471235,0.14351308,"Contest_5"
189,0,0,4.2390504,0.98984772,0.12352189,"Contest_5"
298,0,0,2.410104,0.98498309,0.052540403,"Contest_5"
136,0,0,5.6287293,0.99048221,0.27469331,"Contest_5"
92,1,1,2.7321391,0.99344331,0.16912812,"Contest_5"
47,0,0,NA,0.99555838,0.30555221,"Contest_5"
53,0,0,20.28083,0.99513537,0.27361307,"Contest_5"
66,0,0,NA,0.99492383,0.26342738,"Contest_5"
179,0,0,4.258554,0.98963618,0.09068995,"Contest_5"
145,0,0,8.1553688,0.9883672,0.09406665,"Contest_5"
101,0,0,1.2477392,0.99259728,0.083572663,"Contest_5"
209,0,0,7.5008788,0.98794419,0.087960899,"Contest_5"
109,0,0,3.0381629,0.99407786,0.11863671,"Contest_5"
37,0,0,2.6201327,0.99576986,0.17980717,"Contest_5"
122,0,0,12.415051,0.99111676,0.097963199,"Contest_5"
134,0,0,NA,0.99069375,0.21556106,"Contest_5"
100,0,0,NA,0.99280882,0.18870518,"Contest_5"
66,0,0,4.1915355,0.9959814,0.13406634,"Contest_5"
130,0,0,4.5556474,0.99175125,0.090768903,"Contest_5"
277,0,1,4.2816582,0.982445,0.11141016,"Contest_5"
352,0,0,7.4986897,0.97673434,0.026596209,"Contest_5"
141,0,0,7.4747825,0.99153978,0.051365897,"Contest_5"
204,0,0,2.6887896,0.98794419,0.05463025,"Contest_5"
132,0,0,2.9845927,0.9923858,0.078297108,"Contest_5"
104,0,0,7.4183311,0.99450088,0.24758409,"Contest_5"
